epoch,avg_loss,test_mse,epoch_time_s,wall_time_s,lr
6536,0.02050354,0.03241034,0.170,1216.012,0.000182
6537,0.02051978,0.03240221,0.170,1216.189,0.000182
6538,0.02053732,0.03239361,0.175,1216.371,0.000182
6539,0.02048853,0.03237995,0.172,1216.551,0.000181
6540,0.02047735,0.03236544,0.171,1216.729,0.000181
6541,0.02049466,0.03248687,0.171,1216.907,0.000181
6542,0.02047805,0.03238187,0.171,1217.085,0.000180
6543,0.02047415,0.03240436,0.170,1217.262,0.000180
6544,0.02044385,0.03240256,0.171,1217.441,0.000180
6545,0.02044654,0.03240853,0.171,1217.619,0.000180
6546,0.02041258,0.03246626,0.171,1217.797,0.000179
6547,0.02043874,0.03244431,0.170,1217.974,0.000179
6548,0.02042554,0.03246811,0.170,1218.152,0.000179
6549,0.02043544,0.03244619,0.171,1218.330,0.000178
6550,0.02043500,0.03243511,0.171,1218.508,0.000178
6551,0.02043187,0.03247507,0.171,1218.686,0.000178
6552,0.02043589,0.03246081,0.170,1218.863,0.000177
6553,0.02043746,0.03247373,0.173,1219.043,0.000177
6554,0.02048486,0.03248916,0.173,1219.223,0.000177
6555,0.02055427,0.03255194,0.170,1219.400,0.000176
6556,0.02065873,0.03255529,0.171,1219.578,0.000176
6557,0.02065489,0.03252521,0.170,1219.756,0.000176
6558,0.02091222,0.03249959,0.171,1219.934,0.000176
6559,0.02094608,0.03251507,0.170,1220.111,0.000175
6560,0.02096152,0.03253805,0.171,1220.289,0.000175
6561,0.02092895,0.03253036,0.171,1220.467,0.000175
6562,0.02097909,0.03243046,0.171,1220.645,0.000174
6563,0.02088724,0.03242805,0.170,1220.822,0.000174
6564,0.02079823,0.03243319,0.170,1221.000,0.000174
6565,0.02077605,0.03245007,0.170,1221.178,0.000173
6566,0.02073523,0.03245706,0.171,1221.357,0.000173
6567,0.02070086,0.03246461,0.171,1221.535,0.000173
6568,0.02065748,0.03243072,0.172,1221.715,0.000172
6569,0.02068303,0.03240276,0.171,1221.893,0.000172
6570,0.02064666,0.03244775,0.170,1222.070,0.000172
6571,0.02066699,0.03242011,0.172,1222.249,0.000172
6572,0.02064629,0.03242384,0.172,1222.429,0.000171
6573,0.02063491,0.03247121,0.171,1222.607,0.000171
6574,0.02061946,0.03249822,0.174,1222.788,0.000171
6575,0.02062144,0.03244375,0.171,1222.966,0.000170
6576,0.02062277,0.03255403,0.171,1223.144,0.000170
6577,0.02056066,0.03252997,0.170,1223.321,0.000170
6578,0.02054153,0.03248164,0.170,1223.499,0.000169
6579,0.02051380,0.03252028,0.171,1223.677,0.000169
6580,0.02049400,0.03252533,0.171,1223.856,0.000169
6581,0.02050067,0.03247695,0.170,1224.033,0.000168
6582,0.02050281,0.03250965,0.173,1224.213,0.000168
6583,0.02046069,0.03255171,0.171,1224.392,0.000168
6584,0.02045290,0.03254731,0.172,1224.571,0.000168
6585,0.02044850,0.03254200,0.170,1224.748,0.000167
6586,0.02042534,0.03248879,0.170,1224.925,0.000167
6587,0.02041168,0.03256833,0.170,1225.103,0.000167
6588,0.02038751,0.03252822,0.170,1225.280,0.000166
6589,0.02039193,0.03252098,0.171,1225.458,0.000166
6590,0.02040963,0.03250238,0.171,1225.636,0.000166
6591,0.02041086,0.03251775,0.172,1225.815,0.000165
6592,0.02039697,0.03250072,0.171,1225.993,0.000165
6593,0.02040260,0.03254420,0.170,1226.170,0.000165
6594,0.02038343,0.03251800,0.171,1226.348,0.000164
6595,0.02039313,0.03256111,0.171,1226.526,0.000164
6596,0.02036250,0.03259539,0.171,1226.705,0.000164
6597,0.02037626,0.03253986,0.171,1226.883,0.000164
6598,0.02040815,0.03255092,0.173,1227.063,0.000163
6599,0.02037257,0.03256623,0.172,1227.242,0.000163
6600,0.02037116,0.03257221,0.171,1227.420,0.000163
6601,0.02033406,0.03258063,0.170,1227.597,0.000162
6602,0.02037311,0.03257121,0.171,1227.775,0.000162
6603,0.02035515,0.03257026,0.170,1227.953,0.000162
6604,0.02032766,0.03256687,0.171,1228.131,0.000161
6605,0.02034789,0.03253783,0.170,1228.309,0.000161
6606,0.02033397,0.03256227,0.170,1228.486,0.000161
6607,0.02035282,0.03256685,0.170,1228.663,0.000161
6608,0.02039408,0.03252809,0.170,1228.841,0.000160
6609,0.02053412,0.03253979,0.170,1229.018,0.000160
6610,0.02057417,0.03253021,0.171,1229.196,0.000160
6611,0.02053595,0.03251694,0.171,1229.374,0.000159
6612,0.02051879,0.03249983,0.170,1229.551,0.000159
6613,0.02054471,0.03255484,0.171,1229.729,0.000159
6614,0.02054159,0.03248223,0.173,1229.909,0.000158
6615,0.02048489,0.03251993,0.173,1230.090,0.000158
6616,0.02050278,0.03248056,0.171,1230.268,0.000158
6617,0.02055997,0.03247949,0.170,1230.445,0.000158
6618,0.02051520,0.03254364,0.170,1230.623,0.000157
6619,0.02045444,0.03250628,0.170,1230.801,0.000157
6620,0.02043511,0.03248310,0.170,1230.979,0.000157
6621,0.02045744,0.03250709,0.171,1231.157,0.000156
6622,0.02044112,0.03257196,0.171,1231.335,0.000156
6623,0.02047295,0.03252850,0.171,1231.513,0.000156
6624,0.02041314,0.03250867,0.171,1231.691,0.000155
6625,0.02046494,0.03251321,0.170,1231.868,0.000155
6626,0.02041674,0.03250293,0.170,1232.046,0.000155
6627,0.02047115,0.03252441,0.170,1232.223,0.000155
6628,0.02044592,0.03248340,0.172,1232.402,0.000154
6629,0.02041751,0.03250959,0.174,1232.583,0.000154
6630,0.02039542,0.03248716,0.173,1232.763,0.000154
6631,0.02037599,0.03247452,0.174,1232.944,0.000153
6632,0.02037135,0.03250363,0.172,1233.124,0.000153
6633,0.02034601,0.03255423,0.170,1233.300,0.000153
6634,0.02032462,0.03251099,0.175,1233.483,0.000153
6635,0.02033223,0.03257655,0.179,1233.670,0.000152
6636,0.02035534,0.03255619,0.177,1233.854,0.000152
6637,0.02035268,0.03254416,0.178,1234.040,0.000152
6638,0.02032446,0.03256413,0.176,1234.223,0.000151
6639,0.02035660,0.03254545,0.176,1234.406,0.000151
6640,0.02036178,0.03256961,0.177,1234.591,0.000151
6641,0.02035079,0.03259809,0.171,1234.769,0.000150
6642,0.02032694,0.03259297,0.176,1234.953,0.000150
6643,0.02029411,0.03260461,0.171,1235.131,0.000150
6644,0.02031063,0.03262193,0.171,1235.309,0.000150
6645,0.02030791,0.03260208,0.170,1235.486,0.000149
6646,0.02029939,0.03262949,0.172,1235.665,0.000149
6647,0.02026007,0.03260685,0.171,1235.843,0.000149
6648,0.02026869,0.03258296,0.171,1236.021,0.000148
6649,0.02024826,0.03255616,0.170,1236.199,0.000148
6650,0.02024798,0.03258867,0.170,1236.376,0.000148
6651,0.02022790,0.03256722,0.170,1236.554,0.000148
6652,0.02025482,0.03260606,0.171,1236.731,0.000147
6653,0.02024847,0.03263670,0.173,1236.911,0.000147
6654,0.02021716,0.03257912,0.186,1237.105,0.000147
6655,0.02022851,0.03258527,0.179,1237.292,0.000146
6656,0.02023766,0.03258864,0.178,1237.477,0.000146
6657,0.02024353,0.03257655,0.177,1237.662,0.000146
6658,0.02026186,0.03254869,0.180,1237.849,0.000145
6659,0.02026253,0.03249766,0.176,1238.032,0.000145
6660,0.02024774,0.03255705,0.175,1238.215,0.000145
6661,0.02027360,0.03256865,0.185,1238.407,0.000145
6662,0.02025562,0.03260554,0.178,1238.592,0.000144
6663,0.02026637,0.03257974,0.176,1238.776,0.000144
6664,0.02026090,0.03258625,0.172,1238.956,0.000144
6665,0.02024266,0.03261302,0.174,1239.137,0.000143
6666,0.02024747,0.03260367,0.179,1239.324,0.000143
6667,0.02024511,0.03262628,0.179,1239.511,0.000143
6668,0.02027244,0.03265190,0.180,1239.698,0.000143
6669,0.02027221,0.03262235,0.183,1239.888,0.000142
6670,0.02025850,0.03262466,0.189,1240.085,0.000142
6671,0.02024421,0.03262021,0.177,1240.269,0.000142
6672,0.02026867,0.03259112,0.173,1240.450,0.000141
6673,0.02029484,0.03260857,0.171,1240.628,0.000141
6674,0.02033572,0.03255983,0.178,1240.814,0.000141
6675,0.02033875,0.03261990,0.177,1240.998,0.000141
6676,0.02034787,0.03259654,0.173,1241.179,0.000140
6677,0.02037563,0.03270766,0.170,1241.356,0.000140
6678,0.02039884,0.03261806,0.173,1241.537,0.000140
6679,0.02038072,0.03264537,0.172,1241.716,0.000139
6680,0.02038173,0.03263993,0.176,1241.899,0.000139
6681,0.02038575,0.03261559,0.175,1242.081,0.000139
6682,0.02034726,0.03269490,0.174,1242.263,0.000139
6683,0.02032991,0.03260570,0.175,1242.445,0.000138
6684,0.02035379,0.03259801,0.176,1242.628,0.000138
6685,0.02030835,0.03268012,0.177,1242.812,0.000138
6686,0.02033356,0.03264783,0.181,1243.001,0.000137
6687,0.02034720,0.03267104,0.180,1243.188,0.000137
6688,0.02030504,0.03264042,0.172,1243.368,0.000137
6689,0.02028676,0.03259884,0.179,1243.554,0.000137
6690,0.02024562,0.03260989,0.182,1243.743,0.000136
6691,0.02026547,0.03260852,0.183,1243.934,0.000136
6692,0.02024081,0.03257953,0.186,1244.127,0.000136
6693,0.02025217,0.03261540,0.183,1244.318,0.000135
6694,0.02023465,0.03264018,0.187,1244.512,0.000135
6695,0.02026041,0.03265982,0.180,1244.699,0.000135
6696,0.02026272,0.03260597,0.181,1244.887,0.000135
6697,0.02022412,0.03264448,0.185,1245.080,0.000134
6698,0.02018256,0.03266146,0.182,1245.270,0.000134
6699,0.02019179,0.03268731,0.183,1245.460,0.000134
6700,0.02019624,0.03266991,0.182,1245.650,0.000133
6701,0.02018346,0.03270653,0.185,1245.842,0.000133
6702,0.02021942,0.03268689,0.179,1246.029,0.000133
6703,0.02026120,0.03269652,0.181,1246.217,0.000133
6704,0.02026478,0.03263012,0.181,1246.405,0.000132
6705,0.02024152,0.03263146,0.184,1246.596,0.000132
6706,0.02022433,0.03266790,0.186,1246.789,0.000132
6707,0.02019979,0.03270497,0.180,1246.976,0.000132
6708,0.02021292,0.03265044,0.175,1247.159,0.000131
6709,0.02020239,0.03264765,0.172,1247.338,0.000131
6710,0.02021255,0.03264700,0.171,1247.517,0.000131
6711,0.02024379,0.03266534,0.171,1247.695,0.000130
6712,0.02022583,0.03269116,0.171,1247.873,0.000130
6713,0.02021532,0.03267239,0.171,1248.051,0.000130
6714,0.02020501,0.03264538,0.170,1248.229,0.000130
6715,0.02020487,0.03268744,0.172,1248.408,0.000129
6716,0.02021066,0.03268996,0.171,1248.587,0.000129
6717,0.02025413,0.03271198,0.191,1248.786,0.000129
6718,0.02023943,0.03267736,0.179,1248.973,0.000128
6719,0.02020208,0.03270962,0.178,1249.158,0.000128
6720,0.02019885,0.03267427,0.173,1249.339,0.000128
6721,0.02023418,0.03269285,0.173,1249.519,0.000128
6722,0.02023934,0.03269780,0.174,1249.700,0.000127
6723,0.02022302,0.03264724,0.177,1249.884,0.000127
6724,0.02020952,0.03270648,0.173,1250.065,0.000127
6725,0.02023656,0.03268009,0.173,1250.245,0.000127
6726,0.02021676,0.03269522,0.174,1250.426,0.000126
6727,0.02018759,0.03266249,0.179,1250.612,0.000126
6728,0.02019564,0.03266690,0.178,1250.797,0.000126
6729,0.02020989,0.03272444,0.175,1250.979,0.000125
6730,0.02020329,0.03272115,0.174,1251.161,0.000125
6731,0.02016223,0.03272418,0.173,1251.341,0.000125
6732,0.02018184,0.03269814,0.173,1251.521,0.000125
6733,0.02014624,0.03269196,0.175,1251.703,0.000124
6734,0.02014403,0.03271744,0.173,1251.883,0.000124
6735,0.02012658,0.03271080,0.174,1252.064,0.000124
6736,0.02011914,0.03272996,0.175,1252.246,0.000123
6737,0.02011648,0.03274642,0.173,1252.427,0.000123
6738,0.02009341,0.03275684,0.173,1252.608,0.000123
6739,0.02009408,0.03271795,0.174,1252.789,0.000123
6740,0.02009177,0.03272943,0.173,1252.970,0.000122
6741,0.02009487,0.03269958,0.171,1253.148,0.000122
6742,0.02009343,0.03275847,0.171,1253.327,0.000122
6743,0.02008574,0.03271733,0.171,1253.505,0.000122
6744,0.02011170,0.03269698,0.174,1253.686,0.000121
6745,0.02011140,0.03271837,0.176,1253.869,0.000121
6746,0.02012392,0.03271118,0.172,1254.048,0.000121
6747,0.02011648,0.03272708,0.172,1254.227,0.000120
6748,0.02011591,0.03270972,0.171,1254.405,0.000120
6749,0.02014473,0.03275095,0.172,1254.585,0.000120
6750,0.02014760,0.03270375,0.174,1254.766,0.000120
6751,0.02012183,0.03273330,0.173,1254.947,0.000119
6752,0.02009050,0.03269024,0.172,1255.126,0.000119
6753,0.02009114,0.03270826,0.172,1255.306,0.000119
6754,0.02008441,0.03270206,0.172,1255.486,0.000119
6755,0.02007991,0.03270285,0.171,1255.664,0.000118
6756,0.02013491,0.03271990,0.172,1255.843,0.000118
6757,0.02011255,0.03270279,0.172,1256.022,0.000118
6758,0.02010714,0.03276739,0.171,1256.200,0.000118
6759,0.02013005,0.03273647,0.171,1256.379,0.000117
6760,0.02013033,0.03278926,0.171,1256.557,0.000117
6761,0.02012450,0.03277108,0.172,1256.736,0.000117
6762,0.02010861,0.03273031,0.172,1256.916,0.000116
6763,0.02012909,0.03276749,0.177,1257.101,0.000116
6764,0.02008810,0.03277249,0.174,1257.282,0.000116
6765,0.02010669,0.03276550,0.173,1257.463,0.000116
6766,0.02010022,0.03274767,0.173,1257.643,0.000115
6767,0.02011464,0.03275129,0.171,1257.821,0.000115
6768,0.02012986,0.03274414,0.173,1258.001,0.000115
6769,0.02013610,0.03277406,0.171,1258.180,0.000115
6770,0.02013251,0.03270901,0.171,1258.358,0.000114
6771,0.02010165,0.03271751,0.171,1258.536,0.000114
6772,0.02010768,0.03271476,0.172,1258.715,0.000114
6773,0.02008787,0.03269887,0.171,1258.894,0.000114
6774,0.02009252,0.03271572,0.174,1259.075,0.000113
6775,0.02013221,0.03270354,0.172,1259.254,0.000113
6776,0.02012415,0.03269363,0.172,1259.434,0.000113
6777,0.02009945,0.03270207,0.171,1259.612,0.000112
6778,0.02009356,0.03272095,0.171,1259.791,0.000112
6779,0.02009677,0.03271906,0.171,1259.969,0.000112
6780,0.02008313,0.03273043,0.172,1260.148,0.000112
6781,0.02007494,0.03267451,0.171,1260.327,0.000111
6782,0.02008523,0.03274060,0.173,1260.507,0.000111
6783,0.02009769,0.03277478,0.172,1260.686,0.000111
6784,0.02014097,0.03274484,0.173,1260.866,0.000111
6785,0.02012475,0.03276540,0.172,1261.045,0.000110
6786,0.02015868,0.03275492,0.172,1261.225,0.000110
6787,0.02010279,0.03274124,0.172,1261.404,0.000110
6788,0.02010651,0.03270820,0.172,1261.584,0.000110
6789,0.02009910,0.03272494,0.173,1261.764,0.000109
6790,0.02007601,0.03269900,0.173,1261.944,0.000109
6791,0.02010889,0.03273526,0.172,1262.123,0.000109
6792,0.02006318,0.03272587,0.172,1262.303,0.000109
6793,0.02007601,0.03272293,0.173,1262.483,0.000108
6794,0.02006161,0.03272062,0.171,1262.660,0.000108
6795,0.02006352,0.03276256,0.170,1262.837,0.000108
6796,0.02004238,0.03275387,0.170,1263.014,0.000108
6797,0.02002758,0.03272776,0.172,1263.193,0.000107
6798,0.02003597,0.03274595,0.172,1263.373,0.000107
6799,0.02002199,0.03273954,0.171,1263.551,0.000107
6800,0.02001205,0.03272589,0.172,1263.731,0.000106
6801,0.02003013,0.03270814,0.172,1263.910,0.000106
6802,0.02003159,0.03268754,0.171,1264.088,0.000106
6803,0.02001451,0.03270108,0.172,1264.268,0.000106
6804,0.02002529,0.03272820,0.181,1264.456,0.000105
6805,0.01999269,0.03270897,0.177,1264.641,0.000105
6806,0.02001753,0.03273437,0.176,1264.824,0.000105
6807,0.02001488,0.03275422,0.176,1265.007,0.000105
6808,0.02002814,0.03275494,0.178,1265.193,0.000104
6809,0.02003035,0.03273453,0.176,1265.376,0.000104
6810,0.02003662,0.03275307,0.178,1265.562,0.000104
6811,0.02001198,0.03275415,0.177,1265.746,0.000104
6812,0.02000542,0.03272950,0.173,1265.926,0.000103
6813,0.02001876,0.03283167,0.172,1266.106,0.000103
6814,0.02003091,0.03276296,0.178,1266.292,0.000103
6815,0.02001466,0.03271941,0.174,1266.473,0.000103
6816,0.02000293,0.03277029,0.174,1266.654,0.000102
6817,0.02001269,0.03271410,0.173,1266.835,0.000102
6818,0.02001311,0.03270526,0.172,1267.014,0.000102
6819,0.02004821,0.03275347,0.172,1267.194,0.000102
6820,0.02007187,0.03273970,0.175,1267.376,0.000101
6821,0.02003881,0.03276341,0.172,1267.556,0.000101
6822,0.02002263,0.03269868,0.177,1267.739,0.000101
6823,0.02002837,0.03272679,0.172,1267.919,0.000101
6824,0.02003540,0.03271233,0.173,1268.099,0.000100
6825,0.02000330,0.03275483,0.178,1268.285,0.000100
6826,0.02000180,0.03273258,0.181,1268.473,0.000100
6827,0.01998889,0.03273728,0.176,1268.656,0.000100
6828,0.01998223,0.03271230,0.180,1268.844,0.000099
6829,0.01998560,0.03275578,0.173,1269.024,0.000099
6830,0.01998215,0.03278584,0.176,1269.207,0.000099
6831,0.01994934,0.03276879,0.184,1269.399,0.000099
6832,0.01996115,0.03271852,0.174,1269.581,0.000098
6833,0.01997119,0.03274256,0.180,1269.769,0.000098
6834,0.01996127,0.03277870,0.186,1269.962,0.000098
6835,0.01995794,0.03277218,0.183,1270.153,0.000098
6836,0.01994701,0.03275271,0.173,1270.333,0.000097
6837,0.01995727,0.03277366,0.173,1270.514,0.000097
6838,0.01994451,0.03271514,0.174,1270.696,0.000097
6839,0.01996516,0.03273888,0.172,1270.875,0.000097
6840,0.01998632,0.03275363,0.169,1271.052,0.000096
6841,0.01997518,0.03274669,0.172,1271.231,0.000096
6842,0.01996825,0.03274738,0.170,1271.409,0.000096
6843,0.01993965,0.03276956,0.171,1271.587,0.000096
6844,0.01995464,0.03276226,0.173,1271.767,0.000095
6845,0.01992832,0.03277823,0.170,1271.945,0.000095
6846,0.01995061,0.03278229,0.171,1272.123,0.000095
6847,0.01993847,0.03279634,0.172,1272.302,0.000095
6848,0.01993635,0.03280718,0.170,1272.480,0.000094
6849,0.01991547,0.03276532,0.171,1272.659,0.000094
6850,0.01992402,0.03277177,0.179,1272.845,0.000094
6851,0.01992994,0.03279024,0.173,1273.025,0.000094
6852,0.01992082,0.03274643,0.172,1273.204,0.000093
6853,0.01991654,0.03280387,0.170,1273.381,0.000093
6854,0.01994829,0.03285636,0.171,1273.560,0.000093
6855,0.01996092,0.03279836,0.173,1273.740,0.000093
6856,0.01994353,0.03284495,0.170,1273.917,0.000093
6857,0.01991417,0.03281319,0.179,1274.103,0.000092
6858,0.01991474,0.03280517,0.177,1274.288,0.000092
6859,0.01990842,0.03280674,0.173,1274.468,0.000092
6860,0.01990581,0.03278024,0.171,1274.647,0.000092
6861,0.01990449,0.03282630,0.171,1274.825,0.000091
6862,0.01991166,0.03280238,0.174,1275.006,0.000091
6863,0.01990949,0.03280956,0.178,1275.191,0.000091
6864,0.01990675,0.03279548,0.176,1275.374,0.000091
6865,0.01988965,0.03284943,0.174,1275.556,0.000090
6866,0.01988574,0.03282732,0.172,1275.735,0.000090
6867,0.01991170,0.03282069,0.177,1275.920,0.000090
6868,0.01989571,0.03279083,0.173,1276.100,0.000090
6869,0.01992037,0.03279143,0.171,1276.278,0.000089
6870,0.01990357,0.03281526,0.173,1276.459,0.000089
6871,0.01992584,0.03283470,0.171,1276.637,0.000089
6872,0.01988551,0.03281558,0.170,1276.814,0.000089
6873,0.01989775,0.03284944,0.171,1276.992,0.000088
6874,0.01988356,0.03284671,0.174,1277.173,0.000088
6875,0.01989149,0.03282676,0.174,1277.354,0.000088
6876,0.01990666,0.03281119,0.171,1277.532,0.000088
6877,0.01990144,0.03279589,0.171,1277.711,0.000088
6878,0.01990995,0.03278978,0.172,1277.890,0.000087
6879,0.01990049,0.03282827,0.172,1278.069,0.000087
6880,0.01989543,0.03283423,0.170,1278.247,0.000087
6881,0.01990106,0.03282028,0.170,1278.424,0.000087
6882,0.01992648,0.03283326,0.170,1278.601,0.000086
6883,0.01995019,0.03282346,0.172,1278.781,0.000086
6884,0.01994133,0.03281003,0.172,1278.960,0.000086
6885,0.01989847,0.03283283,0.179,1279.146,0.000086
6886,0.01991204,0.03278789,0.172,1279.326,0.000085
6887,0.01989589,0.03283807,0.170,1279.504,0.000085
6888,0.01988735,0.03287560,0.175,1279.686,0.000085
6889,0.01988648,0.03287410,0.174,1279.868,0.000085
6890,0.01987986,0.03285467,0.171,1280.046,0.000084
6891,0.01987624,0.03285644,0.173,1280.226,0.000084
6892,0.01986722,0.03284462,0.172,1280.406,0.000084
6893,0.01986043,0.03283429,0.171,1280.584,0.000084
6894,0.01988535,0.03286514,0.170,1280.761,0.000084
6895,0.01986779,0.03286591,0.179,1280.948,0.000083
6896,0.01987121,0.03288437,0.172,1281.127,0.000083
6897,0.01984613,0.03288644,0.173,1281.308,0.000083
6898,0.01984065,0.03292289,0.172,1281.487,0.000083
6899,0.01983130,0.03290296,0.170,1281.665,0.000082
6900,0.01983654,0.03289667,0.170,1281.843,0.000082
6901,0.01982795,0.03286466,0.170,1282.020,0.000082
6902,0.01984855,0.03287314,0.173,1282.200,0.000082
6903,0.01982519,0.03289535,0.177,1282.385,0.000081
6904,0.01983292,0.03286892,0.180,1282.572,0.000081
6905,0.01982967,0.03288146,0.175,1282.754,0.000081
6906,0.01982932,0.03288490,0.177,1282.938,0.000081
6907,0.01984189,0.03289791,0.172,1283.117,0.000081
6908,0.01983059,0.03291142,0.171,1283.295,0.000080
6909,0.01983425,0.03291264,0.170,1283.472,0.000080
6910,0.01982327,0.03291199,0.171,1283.650,0.000080
6911,0.01981142,0.03290182,0.171,1283.829,0.000080
6912,0.01982030,0.03290494,0.170,1284.006,0.000079
6913,0.01980660,0.03290167,0.175,1284.188,0.000079
6914,0.01980683,0.03289897,0.183,1284.378,0.000079
6915,0.01982433,0.03292788,0.174,1284.559,0.000079
6916,0.01982010,0.03291795,0.182,1284.748,0.000079
6917,0.01981216,0.03292814,0.170,1284.925,0.000078
6918,0.01981592,0.03294958,0.174,1285.106,0.000078
6919,0.01979715,0.03293778,0.175,1285.289,0.000078
6920,0.01980847,0.03293226,0.170,1285.466,0.000078
6921,0.01979697,0.03292053,0.171,1285.645,0.000077
6922,0.01981231,0.03292769,0.176,1285.829,0.000077
6923,0.01981417,0.03288607,0.171,1286.007,0.000077
6924,0.01985184,0.03290882,0.171,1286.186,0.000077
6925,0.01982538,0.03291991,0.174,1286.367,0.000077
6926,0.01982457,0.03293024,0.172,1286.546,0.000076
6927,0.01982484,0.03292539,0.171,1286.724,0.000076
6928,0.01981915,0.03292585,0.175,1286.906,0.000076
6929,0.01980576,0.03292277,0.176,1287.090,0.000076
6930,0.01980476,0.03291173,0.173,1287.270,0.000075
6931,0.01980810,0.03286780,0.173,1287.450,0.000075
6932,0.01984675,0.03285458,0.172,1287.630,0.000075
6933,0.01983866,0.03287437,0.170,1287.807,0.000075
6934,0.01987197,0.03287502,0.170,1287.985,0.000075
6935,0.01985035,0.03288388,0.171,1288.162,0.000074
6936,0.01984635,0.03287076,0.170,1288.340,0.000074
6937,0.01983103,0.03288068,0.171,1288.518,0.000074
6938,0.01987540,0.03293742,0.171,1288.696,0.000074
6939,0.01986323,0.03285242,0.170,1288.873,0.000074
6940,0.01982608,0.03290057,0.171,1289.051,0.000073
6941,0.01983387,0.03286784,0.170,1289.229,0.000073
6942,0.01982613,0.03293311,0.170,1289.407,0.000073
6943,0.01983137,0.03286176,0.171,1289.585,0.000073
6944,0.01983655,0.03286515,0.172,1289.764,0.000072
6945,0.01984440,0.03289204,0.171,1289.942,0.000072
6946,0.01982437,0.03284337,0.170,1290.119,0.000072
6947,0.01982612,0.03289491,0.170,1290.297,0.000072
6948,0.01983333,0.03286545,0.169,1290.473,0.000072
6949,0.01980870,0.03285385,0.170,1290.650,0.000071
6950,0.01979977,0.03288369,0.171,1290.829,0.000071
6951,0.01981984,0.03289150,0.181,1291.017,0.000071
6952,0.01980732,0.03287392,0.173,1291.198,0.000071
6953,0.01980609,0.03289445,0.172,1291.377,0.000071
6954,0.01981081,0.03288538,0.171,1291.555,0.000070
6955,0.01981357,0.03288794,0.171,1291.734,0.000070
6956,0.01980487,0.03288842,0.171,1291.913,0.000070
6957,0.01980523,0.03287828,0.173,1292.093,0.000070
6958,0.01980188,0.03288926,0.171,1292.271,0.000069
6959,0.01979409,0.03289377,0.170,1292.449,0.000069
6960,0.01980247,0.03292022,0.171,1292.627,0.000069
6961,0.01978948,0.03289222,0.171,1292.805,0.000069
6962,0.01978941,0.03289514,0.171,1292.983,0.000069
6963,0.01977936,0.03290288,0.171,1293.162,0.000068
6964,0.01977912,0.03289601,0.172,1293.342,0.000068
6965,0.01976737,0.03292523,0.170,1293.519,0.000068
6966,0.01977395,0.03290772,0.171,1293.697,0.000068
6967,0.01977724,0.03289677,0.174,1293.878,0.000068
6968,0.01976801,0.03290901,0.174,1294.060,0.000067
6969,0.01976640,0.03290432,0.172,1294.239,0.000067
6970,0.01975452,0.03292197,0.171,1294.417,0.000067
6971,0.01977548,0.03287932,0.171,1294.595,0.000067
6972,0.01978307,0.03290802,0.174,1294.776,0.000067
6973,0.01976313,0.03290844,0.171,1294.954,0.000066
6974,0.01975291,0.03290974,0.176,1295.137,0.000066
6975,0.01976577,0.03290657,0.170,1295.315,0.000066
6976,0.01976031,0.03294073,0.171,1295.492,0.000066
6977,0.01978118,0.03292501,0.172,1295.672,0.000066
6978,0.01979818,0.03294193,0.170,1295.849,0.000065
6979,0.01978985,0.03291942,0.179,1296.036,0.000065
6980,0.01978455,0.03292874,0.172,1296.215,0.000065
6981,0.01977873,0.03295992,0.171,1296.394,0.000065
6982,0.01978598,0.03294281,0.172,1296.573,0.000064
6983,0.01978117,0.03292053,0.171,1296.751,0.000064
6984,0.01976560,0.03286129,0.171,1296.929,0.000064
6985,0.01976517,0.03292208,0.172,1297.108,0.000064
6986,0.01975772,0.03291356,0.172,1297.288,0.000064
6987,0.01976095,0.03292822,0.171,1297.467,0.000063
6988,0.01979129,0.03294099,0.173,1297.646,0.000063
6989,0.01978360,0.03294240,0.171,1297.825,0.000063
6990,0.01978282,0.03294333,0.171,1298.004,0.000063
6991,0.01975832,0.03293469,0.170,1298.181,0.000063
6992,0.01976646,0.03295015,0.170,1298.358,0.000062
6993,0.01976894,0.03292965,0.177,1298.542,0.000062
6994,0.01976583,0.03296941,0.171,1298.720,0.000062
6995,0.01979288,0.03292482,0.172,1298.899,0.000062
6996,0.01977657,0.03295471,0.173,1299.080,0.000062
6997,0.01977156,0.03293951,0.171,1299.258,0.000061
6998,0.01976175,0.03294784,0.171,1299.436,0.000061
6999,0.01975958,0.03293343,0.170,1299.613,0.000061
7000,0.01973902,0.03294659,0.171,1299.791,0.000061
7001,0.01974225,0.03293642,0.171,1299.969,0.000061
7002,0.01973649,0.03293240,0.170,1300.146,0.000061
7003,0.01973930,0.03293067,0.171,1300.325,0.000060
7004,0.01974698,0.03297117,0.170,1300.502,0.000060
7005,0.01975038,0.03296350,0.171,1300.680,0.000060
7006,0.01974395,0.03293104,0.170,1300.858,0.000060
7007,0.01974128,0.03294270,0.179,1301.044,0.000060
7008,0.01974730,0.03296052,0.177,1301.228,0.000059
7009,0.01974795,0.03295071,0.177,1301.412,0.000059
7010,0.01972656,0.03297163,0.179,1301.598,0.000059
7011,0.01974195,0.03296778,0.181,1301.786,0.000059
7012,0.01973724,0.03295062,0.176,1301.970,0.000059
7013,0.01972968,0.03291253,0.174,1302.151,0.000058
7014,0.01973523,0.03293636,0.172,1302.331,0.000058
7015,0.01974160,0.03292768,0.181,1302.519,0.000058
7016,0.01973640,0.03295764,0.181,1302.709,0.000058
